request_number,faculty,gender,nation,model
4354,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4355,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4356,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4357,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4358,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4359,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4360,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4361,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4362,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4363,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4364,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4365,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4366,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4367,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4368,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4369,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4370,Unknown,default,brazilian,deepseek/deepseek-chat-v3-0324
4371,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4372,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4373,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4374,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4375,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4376,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4377,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4378,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4379,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4380,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4381,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4382,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4383,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4384,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4385,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4387,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4388,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4389,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4390,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4391,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4392,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4393,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4394,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4395,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4396,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4397,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4398,Faculty of Historical and Cultural Studies,default,brazilian,deepseek/deepseek-chat-v3-0324
4399,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4400,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4401,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4402,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4403,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4404,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4405,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4406,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4407,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4408,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4409,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4410,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4411,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4412,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4413,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4414,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4415,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4416,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4417,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4418,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4419,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4420,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4421,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4422,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4423,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4424,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4425,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4426,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4427,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4428,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4429,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4430,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4431,Faculty of Historical and Cultural Studies,default,brazilian,deepseek/deepseek-chat-v3-0324
4432,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4433,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4434,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4435,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4436,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4437,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4438,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4439,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4440,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4441,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4442,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4443,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4444,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4445,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4446,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4447,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4448,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4449,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4450,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4451,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4452,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4453,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4454,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4455,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4456,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4457,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4458,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4459,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4460,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4461,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4462,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4463,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4464,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4465,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4466,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4467,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4468,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4469,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4470,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4471,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4472,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4473,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4474,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4475,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4476,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4477,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4478,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4479,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4480,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4481,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4482,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4483,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4484,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4485,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4486,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4487,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4488,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4489,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4490,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4491,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4492,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4493,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4494,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4495,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4496,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4497,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4498,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4499,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4500,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4501,"Faculty of Business, Economics and Statistics",default,australian,deepseek/deepseek-chat-v3-0324
4502,Faculty of Computer Science,default,australian,deepseek/deepseek-chat-v3-0324
4503,Faculty of Computer Science,default,australian,deepseek/deepseek-chat-v3-0324
4504,"Faculty of Business, Economics and Statistics",default,australian,deepseek/deepseek-chat-v3-0324
4505,"Faculty of Business, Economics and Statistics",default,australian,deepseek/deepseek-chat-v3-0324
4506,"Faculty of Business, Economics and Statistics",default,australian,deepseek/deepseek-chat-v3-0324
4507,"Faculty of Earth Sciences, Geography and Astronomy",default,australian,deepseek/deepseek-chat-v3-0324
4508,"Faculty of Business, Economics and Statistics",default,australian,deepseek/deepseek-chat-v3-0324
4509,"Faculty of Business, Economics and Statistics",default,australian,deepseek/deepseek-chat-v3-0324
